blockSize_bytes,cacheSize_bytes,ramSize_bytes,placementPolicy,replacementPolicy,program,hits,misses,hitRatio,filename,group
8,256,992,4-way_set_associative,FIFO,matMul,788,1132,0.410417,results/2022-10-13T0902/matMul/data/FIFO_A4_B1_C32_1665644522906.csv,0
8,256,992,4-way_set_associative,LFU,matMul,776,1144,0.404167,results/2022-10-13T0902/matMul/data/LFU_A4_B1_C32_1665644522969.csv,0
8,256,992,4-way_set_associative,MRU,matMul,959,961,0.499479,results/2022-10-13T0902/matMul/data/MRU_A4_B1_C32_1665644523001.csv,0
8,256,992,4-way_set_associative,PLRU,matMul,870,1050,0.453125,results/2022-10-13T0902/matMul/data/PLRU_A4_B1_C32_1665644523023.csv,0
8,256,992,4-way_set_associative,SLRU,matMul,893,1027,0.465104,results/2022-10-13T0902/matMul/data/SLRU_A4_B1_C32_1665644523049.csv,0
8,256,720,4-way_set_associative,FIFO,matMul,585,765,0.433333,results/2022-10-13T0902/matMul/data/FIFO_A4_B1_C32_1665644523074.csv,1
8,256,720,4-way_set_associative,LFU,matMul,522,828,0.386667,results/2022-10-13T0902/matMul/data/LFU_A4_B1_C32_1665644523088.csv,1
8,256,720,4-way_set_associative,MRU,matMul,741,609,0.548889,results/2022-10-13T0902/matMul/data/MRU_A4_B1_C32_1665644523102.csv,1
8,256,720,4-way_set_associative,PLRU,matMul,672,678,0.497778,results/2022-10-13T0902/matMul/data/PLRU_A4_B1_C32_1665644523119.csv,1
8,256,720,4-way_set_associative,SLRU,matMul,630,720,0.466667,results/2022-10-13T0902/matMul/data/SLRU_A4_B1_C32_1665644523133.csv,1
8,256,768,4-way_set_associative,FIFO,matMul,648,864,0.428571,results/2022-10-13T0902/matMul/data/FIFO_A4_B1_C32_1665644523147.csv,2
8,256,768,4-way_set_associative,LFU,matMul,557,955,0.368386,results/2022-10-13T0902/matMul/data/LFU_A4_B1_C32_1665644523162.csv,2
8,256,768,4-way_set_associative,MRU,matMul,790,722,0.522487,results/2022-10-13T0902/matMul/data/MRU_A4_B1_C32_1665644523181.csv,2
8,256,768,4-way_set_associative,PLRU,matMul,753,759,0.498016,results/2022-10-13T0902/matMul/data/PLRU_A4_B1_C32_1665644523195.csv,2
8,256,768,4-way_set_associative,SLRU,matMul,702,810,0.464286,results/2022-10-13T0902/matMul/data/SLRU_A4_B1_C32_1665644523210.csv,2
8,256,840,4-way_set_associative,FIFO,matMul,816,1020,0.444444,results/2022-10-13T0902/matMul/data/FIFO_A4_B1_C32_1665644523226.csv,3
8,256,840,4-way_set_associative,LFU,matMul,696,1140,0.379085,results/2022-10-13T0902/matMul/data/LFU_A4_B1_C32_1665644523244.csv,3
8,256,840,4-way_set_associative,MRU,matMul,924,912,0.503268,results/2022-10-13T0902/matMul/data/MRU_A4_B1_C32_1665644523270.csv,3
8,256,840,4-way_set_associative,PLRU,matMul,915,921,0.498366,results/2022-10-13T0902/matMul/data/PLRU_A4_B1_C32_1665644523291.csv,3
8,256,840,4-way_set_associative,SLRU,matMul,867,969,0.472222,results/2022-10-13T0902/matMul/data/SLRU_A4_B1_C32_1665644523317.csv,3
8,256,912,4-way_set_associative,FIFO,matMul,960,1200,0.444444,results/2022-10-13T0902/matMul/data/FIFO_A4_B1_C32_1665644523341.csv,4
8,256,912,4-way_set_associative,LFU,matMul,791,1369,0.366204,results/2022-10-13T0902/matMul/data/LFU_A4_B1_C32_1665644523362.csv,4
8,256,912,4-way_set_associative,MRU,matMul,1044,1116,0.483333,results/2022-10-13T0902/matMul/data/MRU_A4_B1_C32_1665644523389.csv,4
8,256,912,4-way_set_associative,PLRU,matMul,1077,1083,0.498611,results/2022-10-13T0902/matMul/data/PLRU_A4_B1_C32_1665644523412.csv,4
8,256,912,4-way_set_associative,SLRU,matMul,1020,1140,0.472222,results/2022-10-13T0902/matMul/data/SLRU_A4_B1_C32_1665644523436.csv,4
8,256,720,4-way_set_associative,FIFO,matMul,590,754,0.438988,results/2022-10-13T0902/matMul/data/FIFO_A4_B1_C32_1665644523495.csv,5
8,256,720,4-way_set_associative,LFU,matMul,574,770,0.427083,results/2022-10-13T0902/matMul/data/LFU_A4_B1_C32_1665644523508.csv,5
8,256,720,4-way_set_associative,MRU,matMul,725,619,0.539435,results/2022-10-13T0902/matMul/data/MRU_A4_B1_C32_1665644523523.csv,5
8,256,720,4-way_set_associative,PLRU,matMul,630,714,0.468750,results/2022-10-13T0902/matMul/data/PLRU_A4_B1_C32_1665644523535.csv,5
