blockSize_bytes,cacheSize_bytes,ramSize_bytes,placementPolicy,replacementPolicy,program,hits,misses,hitRatio,filename
8,256,1360,4-way_set_associative,LFU,matMul,359,841,0.299167,results/2022-07-06T1607/matMul/data/LFU_A4_B1_C32_1657116444052.csv
