blockSize_bytes,cacheSize_bytes,ramSize_bytes,placementPolicy,replacementPolicy,program,hits,misses,hitRatio,filename
8,256,960,4-way_set_associative,FIFO,matMul,201,375,0.348958,results/2022-07-06T1607/matMul/data/FIFO_A4_B1_C32_1657116434858.csv
