blockSize_bytes,cacheSize_bytes,ramSize_bytes,placementPolicy,replacementPolicy,program,hits,misses,hitRatio,filename
8,256,2704,4-way_set_associative,MRU,matMul,547,3847,0.124488,results/2022-07-06T1607/matMul/data/MRU_A4_B1_C32_1657116436040.csv
