blockSize_bytes,cacheSize_bytes,ramSize_bytes,placementPolicy,replacementPolicy,program,hits,misses,hitRatio,filename
8,64,104,2-way_set_associative,LFU,sort,158,86,0.647541,results/2022-07-06T1544/sort/data/LFU_A2_B1_C8_1657115058401.csv
