blockSize_bytes,cacheSize_bytes,ramSize_bytes,placementPolicy,replacementPolicy,program,hits,misses,hitRatio,filename
8,64,160,2-way_set_associative,MRU,sort,411,195,0.678218,results/2022-07-06T1544/sort/data/MRU_A2_B1_C8_1657115060886.csv
