blockSize_bytes,cacheSize_bytes,ramSize_bytes,placementPolicy,replacementPolicy,program,hits,misses,hitRatio,filename
8,64,72,2-way_set_associative,LRU,sort,125,11,0.919118,results/2022-07-06T1544/sort/data/LRU_A2_B1_C8_1657115063452.csv
