blockSize_bytes,cacheSize_bytes,ramSize_bytes,placementPolicy,replacementPolicy,program,hits,misses,hitRatio,filename
8,64,176,2-way_set_associative,FIFO,sort,491,233,0.678177,results/2022-07-06T1544/sort/data/FIFO_A2_B1_C8_1657115058648.csv
