blockSize_bytes,cacheSize_bytes,ramSize_bytes,placementPolicy,replacementPolicy,program,hits,misses,hitRatio,filename
8,256,960,4-way_set_associative,SLRU,matMul,833,959,0.464844,results/2022-10-06T1943/matMul/data/SLRU_A4_B1_C32_1665078184920.csv
