blockSize_bytes,cacheSize_bytes,ramSize_bytes,placementPolicy,replacementPolicy,program,hits,misses,hitRatio,filename
8,256,496,4-way_set_associative,FIFO,matMul,698,262,0.727083,results/2022-10-06T1941/matMul/data/FIFO_A4_B1_C32_1665078103894.csv
