blockSize_bytes,cacheSize_bytes,ramSize_bytes,placementPolicy,replacementPolicy,program,hits,misses,hitRatio,filename
8,256,968,8-way_set_associative,SLRU,matMul,36,580,0.058442,results/2022-07-06T1550/matMul/data/SLRU_A8_B1_C32_1657115431090.csv
