blockSize_bytes,cacheSize_bytes,ramSize_bytes,placementPolicy,replacementPolicy,program,hits,misses,hitRatio,filename
8,256,672,4-way_set_associative,LFU,matMul,459,717,0.390306,results/2022-10-06T1954/matMul/data/LFU_A4_B1_C32_1665078852691.csv
