blockSize_bytes,cacheSize_bytes,ramSize_bytes,placementPolicy,replacementPolicy,program,hits,misses,hitRatio,filename
8,64,184,8-way_set_associative,PLRU,sort,610,232,0.724466,results/2022-07-06T1519/sort/data/PLRU_A8_B1_C8_1657113595357.csv
