blockSize_bytes,cacheSize_bytes,ramSize_bytes,placementPolicy,replacementPolicy,program,hits,misses,hitRatio,filename,group
8,64,104,4-way_set_associative,FIFO,sort,180,64,0.737705,results/sort-A4/sort/data/FIFO_A4_B1_C8_1657114823510.csv,0
8,64,104,4-way_set_associative,LFU,sort,147,97,0.602459,results/sort-A4/sort/data/LFU_A4_B1_C8_1657114823512.csv,0
8,64,104,4-way_set_associative,LRU,sort,185,59,0.758197,results/sort-A4/sort/data/LRU_A4_B1_C8_1657114823515.csv,0
8,64,104,4-way_set_associative,MRU,sort,150,94,0.614754,results/sort-A4/sort/data/MRU_A4_B1_C8_1657114823517.csv,0
8,64,104,4-way_set_associative,PLRU,sort,189,55,0.774590,results/sort-A4/sort/data/PLRU_A4_B1_C8_1657114823519.csv,0
8,64,104,4-way_set_associative,SLRU,sort,195,49,0.799180,results/sort-A4/sort/data/SLRU_A4_B1_C8_1657114823521.csv,0
8,64,208,4-way_set_associative,FIFO,sort,687,349,0.663127,results/sort-A4/sort/data/FIFO_A4_B1_C8_1657114823524.csv,1
8,64,208,4-way_set_associative,LFU,sort,477,559,0.460425,results/sort-A4/sort/data/LFU_A4_B1_C8_1657114823534.csv,1
8,64,208,4-way_set_associative,LRU,sort,717,319,0.692085,results/sort-A4/sort/data/LRU_A4_B1_C8_1657114823546.csv,1
8,64,208,4-way_set_associative,MRU,sort,473,563,0.456564,results/sort-A4/sort/data/MRU_A4_B1_C8_1657114823556.csv,1
8,64,208,4-way_set_associative,PLRU,sort,734,302,0.708494,results/sort-A4/sort/data/PLRU_A4_B1_C8_1657114823563.csv,1
8,64,208,4-way_set_associative,SLRU,sort,729,307,0.703668,results/sort-A4/sort/data/SLRU_A4_B1_C8_1657114823573.csv,1
8,64,136,4-way_set_associative,FIFO,sort,245,131,0.651596,results/sort-A4/sort/data/FIFO_A4_B1_C8_1657114823586.csv,2
8,64,136,4-way_set_associative,LFU,sort,189,187,0.502660,results/sort-A4/sort/data/LFU_A4_B1_C8_1657114823590.csv,2
8,64,136,4-way_set_associative,LRU,sort,255,121,0.678191,results/sort-A4/sort/data/LRU_A4_B1_C8_1657114823596.csv,2
8,64,136,4-way_set_associative,MRU,sort,193,183,0.513298,results/sort-A4/sort/data/MRU_A4_B1_C8_1657114823600.csv,2
