blockSize_bytes,cacheSize_bytes,ramSize_bytes,placementPolicy,replacementPolicy,program,hits,misses,hitRatio,filename,group
8,256,672,8-way_set_associative,FIFO,matMul,148,248,0.373737,results/matMul-A8/matMul/data/FIFO_A8_B1_C32_1657115430877.csv,0
8,256,672,8-way_set_associative,LFU,matMul,180,216,0.454545,results/matMul-A8/matMul/data/LFU_A8_B1_C32_1657115430881.csv,0
8,256,672,8-way_set_associative,LRU,matMul,180,216,0.454545,results/matMul-A8/matMul/data/LRU_A8_B1_C32_1657115430887.csv,0
8,256,672,8-way_set_associative,MRU,matMul,139,257,0.351010,results/matMul-A8/matMul/data/MRU_A8_B1_C32_1657115430891.csv,0
8,256,672,8-way_set_associative,PLRU,matMul,185,211,0.467172,results/matMul-A8/matMul/data/PLRU_A8_B1_C32_1657115430895.csv,0
8,256,672,8-way_set_associative,SLRU,matMul,180,216,0.454545,results/matMul-A8/matMul/data/SLRU_A8_B1_C32_1657115430900.csv,0
8,256,448,8-way_set_associative,FIFO,matMul,108,156,0.409091,results/matMul-A8/matMul/data/FIFO_A8_B1_C32_1657115430905.csv,1
8,256,448,8-way_set_associative,LFU,matMul,120,144,0.454545,results/matMul-A8/matMul/data/LFU_A8_B1_C32_1657115430907.csv,1
8,256,448,8-way_set_associative,LRU,matMul,120,144,0.454545,results/matMul-A8/matMul/data/LRU_A8_B1_C32_1657115430911.csv,1
8,256,448,8-way_set_associative,MRU,matMul,145,119,0.549242,results/matMul-A8/matMul/data/MRU_A8_B1_C32_1657115430914.csv,1
8,256,448,8-way_set_associative,PLRU,matMul,126,138,0.477273,results/matMul-A8/matMul/data/PLRU_A8_B1_C32_1657115430917.csv,1
8,256,448,8-way_set_associative,SLRU,matMul,120,144,0.454545,results/matMul-A8/matMul/data/SLRU_A8_B1_C32_1657115430920.csv,1
8,256,1152,8-way_set_associative,FIFO,matMul,440,792,0.357143,results/matMul-A8/matMul/data/FIFO_A8_B1_C32_1657115430925.csv,2
8,256,1152,8-way_set_associative,LFU,matMul,142,1090,0.115260,results/matMul-A8/matMul/data/LFU_A8_B1_C32_1657115430946.csv,2
8,256,1152,8-way_set_associative,LRU,matMul,528,704,0.428571,results/matMul-A8/matMul/data/LRU_A8_B1_C32_1657115430956.csv,2
8,256,1152,8-way_set_associative,MRU,matMul,507,725,0.411526,results/matMul-A8/matMul/data/MRU_A8_B1_C32_1657115430963.csv,2
8,256,1152,8-way_set_associative,PLRU,matMul,548,684,0.444805,results/matMul-A8/matMul/data/PLRU_A8_B1_C32_1657115430973.csv,2
8,256,1152,8-way_set_associative,SLRU,matMul,506,726,0.410714,results/matMul-A8/matMul/data/SLRU_A8_B1_C32_1657115430983.csv,2
8,256,1584,8-way_set_associative,FIFO,matMul,440,990,0.307692,results/matMul-A8/matMul/data/FIFO_A8_B1_C32_1657115430995.csv,3
8,256,1584,8-way_set_associative,LFU,matMul,255,1175,0.178322,results/matMul-A8/matMul/data/LFU_A8_B1_C32_1657115431004.csv,3
8,256,1584,8-way_set_associative,LRU,matMul,660,770,0.461538,results/matMul-A8/matMul/data/LRU_A8_B1_C32_1657115431015.csv,3
8,256,1584,8-way_set_associative,MRU,matMul,248,1182,0.173427,results/matMul-A8/matMul/data/MRU_A8_B1_C32_1657115431026.csv,3
8,256,1584,8-way_set_associative,PLRU,matMul,664,766,0.464336,results/matMul-A8/matMul/data/PLRU_A8_B1_C32_1657115431037.csv,3
8,256,1584,8-way_set_associative,SLRU,matMul,108,1322,0.075524,results/matMul-A8/matMul/data/SLRU_A8_B1_C32_1657115431050.csv,3
8,256,968,8-way_set_associative,FIFO,matMul,176,440,0.285714,results/matMul-A8/matMul/data/FIFO_A8_B1_C32_1657115431066.csv,4
8,256,968,8-way_set_associative,LFU,matMul,126,490,0.204545,results/matMul-A8/matMul/data/LFU_A8_B1_C32_1657115431072.csv,4
8,256,968,8-way_set_associative,LRU,matMul,264,352,0.428571,results/matMul-A8/matMul/data/LRU_A8_B1_C32_1657115431078.csv,4
8,256,968,8-way_set_associative,MRU,matMul,183,433,0.297078,results/matMul-A8/matMul/data/MRU_A8_B1_C32_1657115431082.csv,4
8,256,968,8-way_set_associative,PLRU,matMul,270,346,0.438312,results/matMul-A8/matMul/data/PLRU_A8_B1_C32_1657115431086.csv,4
8,256,968,8-way_set_associative,SLRU,matMul,36,580,0.058442,results/matMul-A8/matMul/data/SLRU_A8_B1_C32_1657115431090.csv,4
8,256,760,8-way_set_associative,FIFO,matMul,360,540,0.400000,results/matMul-A8/matMul/data/FIFO_A8_B1_C32_1657115431095.csv,5
8,256,760,8-way_set_associative,LFU,matMul,259,641,0.287778,results/matMul-A8/matMul/data/LFU_A8_B1_C32_1657115431101.csv,5
8,256,760,8-way_set_associative,LRU,matMul,405,495,0.450000,results/matMul-A8/matMul/data/LRU_A8_B1_C32_1657115431108.csv,5
8,256,760,8-way_set_associative,MRU,matMul,466,434,0.517778,results/matMul-A8/matMul/data/MRU_A8_B1_C32_1657115431114.csv,5
8,256,760,8-way_set_associative,PLRU,matMul,425,475,0.472222,results/matMul-A8/matMul/data/PLRU_A8_B1_C32_1657115431121.csv,5
8,256,760,8-way_set_associative,SLRU,matMul,403,497,0.447778,results/matMul-A8/matMul/data/SLRU_A8_B1_C32_1657115431129.csv,5
8,256,1080,8-way_set_associative,FIFO,matMul,270,630,0.300000,results/matMul-A8/matMul/data/FIFO_A8_B1_C32_1657115431136.csv,6
8,256,1080,8-way_set_associative,LFU,matMul,86,814,0.095556,results/matMul-A8/matMul/data/LFU_A8_B1_C32_1657115431142.csv,6
8,256,1080,8-way_set_associative,LRU,matMul,360,540,0.400000,results/matMul-A8/matMul/data/LRU_A8_B1_C32_1657115431149.csv,6
8,256,1080,8-way_set_associative,MRU,matMul,313,587,0.347778,results/matMul-A8/matMul/data/MRU_A8_B1_C32_1657115431158.csv,6
8,256,1080,8-way_set_associative,PLRU,matMul,381,519,0.423333,results/matMul-A8/matMul/data/PLRU_A8_B1_C32_1657115431167.csv,6
8,256,1080,8-way_set_associative,SLRU,matMul,228,672,0.253333,results/matMul-A8/matMul/data/SLRU_A8_B1_C32_1657115431172.csv,6
8,256,840,8-way_set_associative,FIFO,matMul,182,322,0.361111,results/matMul-A8/matMul/data/FIFO_A8_B1_C32_1657115431180.csv,7
8,256,840,8-way_set_associative,LFU,matMul,228,276,0.452381,results/matMul-A8/matMul/data/LFU_A8_B1_C32_1657115431183.csv,7
8,256,840,8-way_set_associative,LRU,matMul,223,281,0.442460,results/matMul-A8/matMul/data/LRU_A8_B1_C32_1657115431187.csv,7
8,256,840,8-way_set_associative,MRU,matMul,142,362,0.281746,results/matMul-A8/matMul/data/MRU_A8_B1_C32_1657115431190.csv,7
8,256,840,8-way_set_associative,PLRU,matMul,217,287,0.430556,results/matMul-A8/matMul/data/PLRU_A8_B1_C32_1657115431193.csv,7
8,256,840,8-way_set_associative,SLRU,matMul,226,278,0.448413,results/matMul-A8/matMul/data/SLRU_A8_B1_C32_1657115431197.csv,7
8,256,1008,8-way_set_associative,FIFO,matMul,201,393,0.338384,results/matMul-A8/matMul/data/FIFO_A8_B1_C32_1657115431203.csv,8
8,256,1008,8-way_set_associative,LFU,matMul,236,358,0.397306,results/matMul-A8/matMul/data/LFU_A8_B1_C32_1657115431208.csv,8
8,256,1008,8-way_set_associative,LRU,matMul,270,324,0.454545,results/matMul-A8/matMul/data/LRU_A8_B1_C32_1657115431215.csv,8
8,256,1008,8-way_set_associative,MRU,matMul,128,466,0.215488,results/matMul-A8/matMul/data/MRU_A8_B1_C32_1657115431221.csv,8
8,256,1008,8-way_set_associative,PLRU,matMul,274,320,0.461279,results/matMul-A8/matMul/data/PLRU_A8_B1_C32_1657115431228.csv,8
8,256,1008,8-way_set_associative,SLRU,matMul,168,426,0.282828,results/matMul-A8/matMul/data/SLRU_A8_B1_C32_1657115431234.csv,8
8,256,512,8-way_set_associative,FIFO,matMul,72,168,0.300000,results/matMul-A8/matMul/data/FIFO_A8_B1_C32_1657115431240.csv,9
8,256,512,8-way_set_associative,LFU,matMul,90,150,0.375000,results/matMul-A8/matMul/data/LFU_A8_B1_C32_1657115431242.csv,9
8,256,512,8-way_set_associative,LRU,matMul,96,144,0.400000,results/matMul-A8/matMul/data/LRU_A8_B1_C32_1657115431244.csv,9
8,256,512,8-way_set_associative,MRU,matMul,134,106,0.558333,results/matMul-A8/matMul/data/MRU_A8_B1_C32_1657115431245.csv,9
8,256,512,8-way_set_associative,PLRU,matMul,96,144,0.400000,results/matMul-A8/matMul/data/PLRU_A8_B1_C32_1657115431247.csv,9
8,256,512,8-way_set_associative,SLRU,matMul,78,162,0.325000,results/matMul-A8/matMul/data/SLRU_A8_B1_C32_1657115431249.csv,9
8,256,400,8-way_set_associative,FIFO,matMul,168,82,0.672000,results/matMul-A8/matMul/data/FIFO_A8_B1_C32_1657115431252.csv,10
8,256,400,8-way_set_associative,LFU,matMul,120,130,0.480000,results/matMul-A8/matMul/data/LFU_A8_B1_C32_1657115431253.csv,10
8,256,400,8-way_set_associative,LRU,matMul,152,98,0.608000,results/matMul-A8/matMul/data/LRU_A8_B1_C32_1657115431256.csv,10
8,256,400,8-way_set_associative,MRU,matMul,184,66,0.736000,results/matMul-A8/matMul/data/MRU_A8_B1_C32_1657115431257.csv,10
8,256,400,8-way_set_associative,PLRU,matMul,147,103,0.588000,results/matMul-A8/matMul/data/PLRU_A8_B1_C32_1657115431259.csv,10
8,256,400,8-way_set_associative,SLRU,matMul,100,150,0.400000,results/matMul-A8/matMul/data/SLRU_A8_B1_C32_1657115431261.csv,10
8,256,768,8-way_set_associative,FIFO,matMul,75,285,0.208333,results/matMul-A8/matMul/data/FIFO_A8_B1_C32_1657115431264.csv,11
8,256,768,8-way_set_associative,LFU,matMul,30,330,0.083333,results/matMul-A8/matMul/data/LFU_A8_B1_C32_1657115431266.csv,11
8,256,768,8-way_set_associative,LRU,matMul,120,240,0.333333,results/matMul-A8/matMul/data/LRU_A8_B1_C32_1657115431269.csv,11
8,256,768,8-way_set_associative,MRU,matMul,144,216,0.400000,results/matMul-A8/matMul/data/MRU_A8_B1_C32_1657115431272.csv,11
