blockSize_bytes,cacheSize_bytes,ramSize_bytes,placementPolicy,replacementPolicy,program,hits,misses,hitRatio,filename
8,256,744,4-way_set_associative,MRU,matMul,760,680,0.527778,results/2022-10-06T1850/matMul/data/MRU_A4_B1_C32_1665075036762.csv
