blockSize_bytes,cacheSize_bytes,ramSize_bytes,placementPolicy,replacementPolicy,program,hits,misses,hitRatio,filename
8,256,744,4-way_set_associative,PLRU,matMul,675,765,0.468750,results/2022-10-06T1850/matMul/data/PLRU_A4_B1_C32_1665075036783.csv
