blockSize_bytes,cacheSize_bytes,ramSize_bytes,placementPolicy,replacementPolicy,program,hits,misses,hitRatio,filename
8,256,624,2-way_set_associative,PLRU,matMul,72,162,0.307692,results/2022-07-06T1610/matMul/data/PLRU_A2_B1_C32_1657116638422.csv
