blockSize_bytes,cacheSize_bytes,ramSize_bytes,placementPolicy,replacementPolicy,program,hits,misses,hitRatio,filename
8,256,864,2-way_set_associative,LRU,matMul,442,338,0.566667,results/2022-07-06T1610/matMul/data/LRU_A2_B1_C32_1657116648189.csv
